Team,Year,Split,G,Cmp,Att,Pct,Yds,TD,Avg,Plays,Pass,Rush,Pen,Tot,No.,Fum,Int
Oregon,2022,Defense,13,22.8,29.8,63.6,42.4,1.3,5.8,65.8,12.4,7.2,2.2,1.6,4.9,0.4,1.2
Oregon,2022,Difference,,+0.9,+9.3,+7.7,+14.8,+1.3,+1.1,+6.5,-0.2,+5.5,-0.6,-0.7,+1.9,-0.2,-0.5
Oregon State,2024,Offense,12,18.0,40.3,60.0,45.7,2.4,5.6,70.3,9.2,11.1,2.1,1.3,5.1,0.4,0.9
Oregon State,2024,Defense,12,15.8,34.9,59.9,49.5,2.2,6.5,61.3,9.7,9.7,1.4,1.0,5.2,0.6,0.4
Oregon State,2024,Difference,,+2.2,+5.4,+0.1,-3.8,+0.2,-0.9,+9.0,-0.5,+1.4,+0.7,+0.3,-0.1,-0.2,+0.5
Oregon State,2023,Offense,13,17.1,34.2,58.4,50.4,2.0,6.4,63.5,11.0,9.4,1.1,1.0,5.6,0.4,0.6
Oregon State,2023,Defense,13,20.3,31.8,62.0,37.0,1.1,5.4,64.5,10.2,7.8,1.9,1.5,5.2,0.5,0.9
Oregon State,2023,Difference,,-3.2,+2.4,-3.6,+13.4,+0.9,+1.0,-1.0,+0.8,+1.6,-0.8,-0.5,+0.4,-0.1,-0.3
Oregon State,2022,Offense,13,15.5,40.3,62.4,54.7,2.8,6.1,65.1,9.5,11.3,1.6,1.4,6.0,0.4,1.0
Oregon State,2022,Defense,13,20.5,28.8,58.0,55.8,1.3,5.2,64.2,9.4,7.2,1.5,1.3,6.2,0.4,0.9
Oregon State,2022,Difference,,-5.0,+11.5,+4.4,-1.1,+1.5,+0.9,+0.9,+0.1,+4.1,+0.1,+0.1,-0.2,0.0,+0.1
Penn State,2024,Offense,16,18.3,38.4,66.8,50.3,2.2,6.5,65.8,11.1,10.5,1.4,0.9,5.3,0.3,0.6
Penn State,2024,Defense,16,17.8,33.4,60.0,33.9,0.6,4.7,63.1,8.8,7.2,1.6,1.6,4.4,0.4,1.3
Penn State,2024,Difference,,+0.5,+5.0,+6.8,+16.4,+1.6,+1.8,+2.7,+2.3,+3.3,-0.2,-0.7,+0.9,-0.1,-0.7
Penn State,2023,Offense,13,18.9,39.6,59.6,43.3,2.0,5.6,71.4,10.3,10.5,1.7,0.6,5.0,0.5,0.2
Penn State,2023,Defense,13,15.3,33.4,58.5,42.3,0.8,4.2,59.5,7.5,5.1,1.3,1.8,5.5,0.9,0.9
Penn State,2023,Difference,,+3.6,+6.2,+1.1,+1.0,+1.2,+1.4,+11.9,+2.8,+5.4,+0.4,-1.2,-0.5,-0.4,-0.7
Penn State,2022,Offense,13,20.8,37.6,64.0,48.3,2.2,6.2,70.1,11.8,7.9,1.7,1.2,5.3,0.6,0.5
Penn State,2022,Defense,13,19.1,33.5,52.1,50.1,1.1,4.6,70.2,9.3,7.2,1.6,2.0,6.1,0.9,1.1
Penn State,2022,Difference,,+1.7,+4.1,+11.9,-1.8,+1.1,+1.6,-0.1,+2.5,+0.7,+0.1,-0.8,-0.8,-0.3,-0.6
Pitt,2024,Offense,13,23.2,32.4,60.4,61.4,1.2,5.8,70.8,12.2,7.8,3.2,1.5,7.1,0.3,1.2
Pitt,2024,Defense,13,21.8,36.6,59.2,75.2,1.4,5.2,73.4,11.9,6.8,1.6,1.4,7.9,0.4,1.0
Pitt,2024,Difference,,+1.4,-4.2,+1.2,-13.8,-0.2,+0.6,-2.6,+0.3,+1.0,+1.6,+0.1,-0.8,-0.1,+0.2
Pitt,2023,Offense,12,16.0,29.7,53.3,64.4,0.8,5.3,59.7,8.4,6.1,1.8,1.8,7.8,0.8,1.0
Pitt,2023,Defense,12,16.4,41.1,62.1,53.5,1.7,5.4,67.5,9.1,8.4,2.5,1.3,5.7,0.5,0.8
Pitt,2023,Difference,,-0.4,-11.4,-8.8,+10.9,-0.9,-0.1,-7.8,-0.7,-2.3,-0.7,+0.5,+2.1,+0.3,+0.2
Pitt,2022,Offense,13,17.2,40.1,57.0,63.7,2.3,5.8,70.2,9.2,11.2,1.1,1.5,7.4,0.7,0.8
Pitt,2022,Defense,13,19.3,29.5,55.9,48.6,1.0,5.1,64.1,9.8,5.5,2.3,1.7,5.5,0.6,1.1
Pitt,2022,Difference,,-2.1,+10.6,+1.1,+15.1,+1.3,+0.7,+6.1,-0.6,+5.7,-1.2,-0.2,+1.9,+0.1,-0.3
Purdue,2024,Offense,12,15.8,28.9,57.4,51.8,0.8,5.3,56.3,8.3,5.4,0.9,1.6,5.5,0.8,0.8
Purdue,2024,Defense,12,18.2,39.3,65.9,47.7,2.8,6.8,66.9,11.3,11.0,1.7,0.4,5.2,0.1,0.3
Purdue,2024,Difference,,-2.4,-10.4,-8.5,+4.1,-2.0,-1.5,-10.6,-3.0,-5.6,-0.8,+1.2,+0.3,+0.7,+0.5
Purdue,2023,Offense,12,19.5,38.5,59.7,56.3,1.7,5.3,71.2,9.8,8.9,1.8,1.5,6.0,0.7,0.8
Purdue,2023,Defense,12,16.8,35.9,54.3,49.8,1.8,5.7,66.8,10.4,7.2,2.3,1.5,5.9,0.7,0.8
Purdue,2023,Difference,,+2.7,+2.6,+5.4,+6.5,-0.1,-0.4,+4.4,-0.6,+1.7,-0.5,0.0,+0.1,0.0,0.0
Purdue,2022,Offense,14,26.4,33.3,63.3,53.6,1.2,5.3,74.9,12.7,7.9,2.4,1.6,5.4,0.4,1.2
Purdue,2022,Defense,14,17.0,33.9,57.3,57.5,1.4,5.8,63.6,9.6,6.8,1.9,1.5,5.9,0.4,1.1
Purdue,2022,Difference,,+9.4,-0.6,+6.0,-3.9,-0.2,-0.5,+11.3,+3.1,+1.1,+0.5,+0.1,-0.5,0.0,+0.1
Rice,2024,Offense,12,24.4,25.1,61.3,57.4,1.2,5.4,64.9,10.4,6.2,1.8,1.8,7.1,0.8,1.1
Rice,2024,Defense,12,15.0,39.3,55.4,59.0,1.4,5.0,66.3,7.2,9.1,1.6,1.0,6.2,0.3,0.7
Rice,2024,Difference,,+9.4,-14.2,+5.9,-1.6,-0.2,+0.4,-1.4,+3.2,-2.9,+0.2,+0.8,+0.9,+0.5,+0.4
Rice,2023,Offense,13,20.6,29.8,62.2,48.3,1.6,5.8,62.9,10.8,6.4,1.9,2.0,5.7,0.8,1.2
Rice,2023,Defense,13,16.9,37.2,58.2,59.3,1.8,5.5,66.3,9.9,7.4,2.0,0.9,6.2,0.5,0.4
Rice,2023,Difference,,+3.7,-7.4,+4.0,-11.0,-0.2,+0.3,-3.4,+0.9,-1.0,-0.1,+1.1,-0.5,+0.3,+0.8
Rice,2022,Offense,13,17.9,35.3,57.8,52.5,1.3,5.6,66.3,10.0,8.4,1.7,2.5,6.0,0.9,1.5
Rice,2022,Defense,13,16.2,33.8,60.9,57.0,1.6,6.5,60.3,8.7,8.2,2.1,1.5,6.3,0.8,0.6
Rice,2022,Difference,,+1.7,+1.5,-3.1,-4.5,-0.3,-0.9,+6.0,+1.3,+0.2,-0.4,+1.0,-0.3,+0.1,+0.9
Rutgers,2024,Offense,13,16.4,39.8,53.9,34.2,2.2,5.5,70.2,10.1,9.9,2.5,0.7,4.0,0.2,0.5
Rutgers,2024,Defense,13,19.7,31.2,60.0,52.5,2.0,6.1,64.1,9.8,8.3,1.5,1.0,6.5,0.4,0.6
Rutgers,2024,Difference,,-3.3,+8.6,-6.1,-18.3,+0.2,-0.6,+6.1,+0.3,+1.6,+1.0,-0.3,-2.5,-0.2,-0.1
Rutgers,2023,Offense,13,10.9,39.8,48.3,45.2,1.8,4.9,62.4,6.5,9.7,1.3,1.0,5.1,0.4,0.6
Rutgers,2023,Defense,13,17.2,34.2,59.8,36.9,1.2,5.0,62.8,7.5,9.0,1.8,1.4,4.0,0.7,0.7
Rutgers,2023,Difference,,-6.3,+5.6,-11.5,+8.3,+0.6,-0.1,-0.4,-1.0,+0.7,-0.5,-0.4,+1.1,-0.3,-0.1
Rutgers,2022,Offense,12,14.0,35.8,50.6,64.2,0.9,4.4,63.5,6.9,7.2,0.8,1.7,7.8,0.5,1.2
Rutgers,2022,Defense,12,18.7,35.8,58.8,46.3,1.9,5.2,67.5,9.3,8.1,2.3,1.2,5.8,0.4,0.8
Rutgers,2022,Difference,,-4.7,0.0,-8.2,+17.9,-1.0,-0.8,-4.0,-2.4,-0.9,-1.5,+0.5,+2.0,+0.1,+0.4
SMU,2024,Offense,14,19.9,38.7,63.8,77.7,2.1,6.1,69.9,11.4,9.5,1.9,1.7,8.1,0.9,0.9
SMU,2024,Defense,14,19.9,34.5,56.3,58.4,0.9,4.7,69.8,10.0,6.1,2.5,1.6,6.6,0.4,1.1
SMU,2024,Difference,,0.0,+4.2,+7.5,+19.3,+1.2,+1.4,+0.1,+1.4,+3.4,-0.6,+0.1,+1.5,+0.5,-0.2
SMU,2023,Offense,14,19.6,39.6,58.9,41.2,2.1,6.2,72.9,11.8,9.6,2.4,1.0,4.6,0.4,0.6
SMU,2023,Defense,14,17.6,35.6,57.7,64.4,1.0,4.6,66.2,8.6,6.6,1.5,1.2,6.8,0.4,0.9
SMU,2023,Difference,,+2.0,+4.0,+1.2,-23.2,+1.1,+1.6,+6.7,+3.2,+3.0,+0.9,-0.2,-2.2,0.0,-0.3
SMU,2022,Offense,13,25.6,37.8,64.9,42.3,2.0,6.1,77.3,13.4,9.4,2.7,1.5,4.3,0.7,0.8
SMU,2022,Defense,13,17.5,41.2,56.9,67.3,2.3,6.0,71.8,9.9,10.3,1.6,1.5,7.7,0.7,0.8
SMU,2022,Difference,,+8.1,-3.4,+8.0,-25.0,-0.3,+0.1,+5.5,+3.5,-0.9,+1.1,0.0,-3.4,0.0,0.0
San Diego State,2024,Offense,12,19.5,35.3,62.4,81.8,1.1,5.0,66.6,9.5,6.9,2.1,0.8,9.1,0.1,0.7
San Diego State,2024,Defense,12,18.6,42.4,65.0,63.8,2.1,5.9,71.0,9.4,11.3,2.6,1.0,6.5,0.4,0.6
San Diego State,2024,Difference,,+0.9,-7.1,-2.6,+18.0,-1.0,-0.9,-4.4,+0.1,-4.4,-0.5,-0.2,+2.6,-0.3,+0.1
San Diego State,2023,Offense,12,16.8,37.8,63.3,44.0,1.3,5.1,64.4,8.1,8.1,1.0,1.4,4.9,0.6,0.8
San Diego State,2023,Defense,12,18.5,33.5,56.6,43.8,1.8,6.1,66.2,10.1,9.4,1.5,1.5,4.9,0.5,1.0
San Diego State,2023,Difference,,-1.7,+4.3,+6.7,+0.2,-0.5,-1.0,-1.8,-2.0,-1.3,-0.5,-0.1,0.0,+0.1,-0.2
San Diego State,2022,Offense,13,14.3,36.2,54.2,59.4,0.8,5.2,62.6,8.2,6.8,0.9,1.9,7.4,0.8,1.1
San Diego State,2022,Defense,13,19.6,33.5,61.3,42.0,1.0,4.9,65.5,9.3,6.5,1.5,1.5,5.2,0.5,1.0
San Diego State,2022,Difference,,-5.3,+2.7,-7.1,+17.4,-0.2,+0.3,-2.9,-1.1,+0.3,-0.6,+0.4,+2.2,+0.3,+0.1
San Jose State,2024,Offense,13,24.3,24.9,57.2,60.3,1.0,6.1,67.4,13.8,5.5,2.5,2.2,7.0,1.0,1.2
San Jose State,2024,Defense,13,20.6,41.9,61.6,75.2,1.9,5.0,75.4,10.2,9.5,1.7,2.2,8.2,0.5,1.6
San Jose State,2024,Difference,,+3.7,-17.0,-4.4,-14.9,-0.9,+1.1,-8.0,+3.6,-4.0,+0.8,0.0,-1.2,+0.5,-0.4
San Jose State,2023,Offense,13,17.7,33.0,61.3,49.1,2.4,6.5,61.8,9.7,9.2,1.9,0.8,5.7,0.5,0.3
San Jose State,2023,Defense,13,16.8,37.4,61.0,56.2,1.8,5.4,65.0,9.2,9.4,1.0,1.6,6.2,0.7,0.9
San Jose State,2023,Difference,,+0.9,-4.4,+0.3,-7.1,+0.6,+1.1,-3.2,+0.5,-0.2,+0.9,-0.8,-0.5,-0.2,-0.6
San Jose State,2022,Offense,12,21.7,28.6,60.3,48.9,1.6,5.7,64.5,11.9,5.8,2.7,0.8,5.8,0.2,0.6
San Jose State,2022,Defense,12,17.8,37.8,60.7,69.3,1.3,5.1,67.0,9.8,7.7,1.3,1.7,7.3,0.5,1.2
San Jose State,2022,Difference,,+3.9,-9.2,-0.4,-20.4,+0.3,+0.6,-2.5,+2.1,-1.9,+1.4,-0.9,-1.5,-0.3,-0.6
South Alabama,2024,Offense,13,19.5,34.5,65.0,71.3,2.5,6.8,64.6,10.3,10.1,1.2,0.9,8.2,0.5,0.5
South Alabama,2024,Defense,13,21.4,35.0,64.7,48.3,1.5,5.7,68.1,11.1,7.8,2.2,1.5,5.4,0.3,1.2
South Alabama,2024,Difference,,-1.9,-0.5,+0.3,+23.0,+1.0,+1.1,-3.5,-0.8,+2.3,-1.0,-0.6,+2.8,+0.2,-0.7
South Alabama,2023,Offense,13,22.4,36.1,68.0,58.8,2.2,6.4,69.0,11.8,9.5,1.2,1.5,6.8,0.7,0.8
South Alabama,2023,Defense,13,16.0,35.3,58.8,45.5,0.8,5.0,62.5,8.1,6.2,1.9,1.7,5.7,0.7,1.0
South Alabama,2023,Difference,,+6.4,+0.8,+9.2,+13.3,+1.4,+1.4,+6.5,+3.7,+3.3,-0.7,-0.2,+1.1,0.0,-0.2
South Alabama,2022,Offense,13,22.3,38.8,65.0,71.9,1.5,5.8,73.2,12.8,8.3,1.3,1.2,7.8,0.3,0.9
South Alabama,2022,Defense,13,21.6,28.2,59.8,49.1,0.6,5.2,64.4,9.8,5.9,2.8,1.5,5.2,0.5,1.0
South Alabama,2022,Difference,,+0.7,+10.6,+5.2,+22.8,+0.9,+0.6,+8.8,+3.0,+2.4,-1.5,-0.3,+2.6,-0.2,-0.1
South Carolina,2024,Offense,13,17.2,42.4,65.5,58.0,2.0,5.9,68.7,9.6,10.3,1.6,1.6,6.7,1.1,0.5
South Carolina,2024,Defense,13,17.6,34.9,57.7,49.6,1.4,4.8,65.5,9.1,7.3,1.7,1.8,5.9,0.8,1.1
South Carolina,2024,Difference,,-0.4,+7.5,+7.8,+8.4,+0.6,+1.1,+3.2,+0.5,+3.0,-0.1,-0.2,+0.8,+0.3,-0.6
South Carolina,2023,Offense,12,23.6,30.8,68.7,55.5,1.4,5.6,65.1,11.6,5.2,1.3,1.1,7.2,0.4,0.7
South Carolina,2023,Defense,12,20.4,38.5,61.1,44.2,1.6,5.5,71.9,10.5,9.3,1.4,1.4,5.6,0.6,0.8
South Carolina,2023,Difference,,+3.2,-7.7,+7.6,+11.3,-0.2,+0.1,-6.8,+1.1,-4.1,-0.1,-0.3,+1.6,-0.2,-0.1
South Carolina,2022,Offense,13,21.6,31.6,66.7,63.8,2.1,5.9,64.0,9.7,7.3,2.0,2.1,6.9,1.0,1.1
South Carolina,2022,Defense,13,16.7,40.2,53.7,54.0,1.8,5.7,71.2,9.4,10.7,2.4,1.8,6.5,0.6,1.2
South Carolina,2022,Difference,,+4.9,-8.6,+13.0,+9.8,+0.3,+0.2,-7.2,+0.3,-3.4,-0.4,+0.3,+0.4,+0.4,-0.1
South Florida,2024,Offense,13,20.2,37.8,59.1,70.9,2.6,5.7,71.9,10.0,8.2,2.2,1.4,8.1,0.6,0.8
South Florida,2024,Defense,13,21.3,39.2,58.8,73.2,1.9,5.8,75.5,11.5,8.5,2.7,1.9,8.5,1.0,0.9
South Florida,2024,Difference,,-1.1,-1.4,+0.3,-2.3,+0.7,-0.1,-3.6,-1.5,-0.3,-0.5,-0.5,-0.4,-0.4,-0.1
South Florida,2023,Offense,13,22.1,44.6,64.1,65.5,1.8,5.7,79.1,10.3,10.6,2.2,1.6,7.5,0.8,0.8
South Florida,2023,Defense,13,21.5,35.4,59.9,60.2,2.0,6.1,71.2,10.8,7.9,2.3,1.8,7.3,0.8,1.1
South Florida,2023,Difference,,+0.6,+9.2,+4.2,+5.3,-0.2,-0.4,+7.9,-0.5,+2.7,-0.1,-0.2,+0.2,0.0,-0.3
South Florida,2022,Offense,12,15.7,36.7,57.7,36.9,2.1,6.1,63.8,8.8,9.4,1.3,1.7,4.6,0.9,0.8
South Florida,2022,Defense,12,22.9,38.3,73.3,46.1,3.1,7.4,69.6,13.3,11.2,1.3,1.3,5.3,0.8,0.5
South Florida,2022,Difference,,-7.2,-1.6,-15.6,-9.2,-1.0,-1.3,-5.8,-4.5,-1.8,0.0,+0.4,-0.7,+0.1,+0.3
Southern Mississippi,2024,Offense,12,13.8,34.3,52.4,48.3,1.1,4.7,60.8,6.3,7.0,2.2,2.4,6.0,1.0,1.4
Southern Mississippi,2024,Defense,12,17.4,39.5,65.1,54.9,2.6,6.8,66.3,9.7,10.9,1.2,0.8,6.2,0.3,0.5
Southern Mississippi,2024,Difference,,-3.6,-5.2,-12.7,-6.6,-1.5,-2.1,-5.5,-3.4,-3.9,+1.0,+1.6,-0.2,+0.7,+0.9
Southern Mississippi,2023,Offense,12,15.7,40.4,51.8,48.2,1.3,5.0,70.7,8.3,9.3,2.5,1.3,6.3,0.6,0.7
Southern Mississippi,2023,Defense,12,15.8,35.3,58.2,52.9,2.3,6.7,62.4,10.3,8.4,1.1,1.4,5.5,0.7,0.8
Southern Mississippi,2023,Difference,,-0.1,+5.1,-6.4,-4.7,-1.0,-1.7,+8.3,-2.0,+0.9,+1.4,-0.1,+0.8,-0.1,-0.1
Southern Mississippi,2022,Offense,13,14.7,36.8,55.0,58.4,1.2,5.5,63.5,8.4,7.7,1.8,1.9,6.6,0.8,1.1
Southern Mississippi,2022,Defense,13,18.8,37.4,59.5,56.9,1.2,5.4,68.9,9.7,7.8,1.6,1.7,6.6,0.4,1.3
Southern Mississippi,2022,Difference,,-4.1,-0.6,-4.5,+1.5,0.0,+0.1,-5.4,-1.3,-0.1,+0.2,+0.2,0.0,+0.4,-0.2
Stanford,2024,Offense,12,18.7,36.4,60.5,49.0,0.9,4.8,67.3,9.3,7.4,1.8,1.8,5.4,0.4,1.4
Stanford,2024,Defense,12,21.9,31.6,66.1,61.8,1.8,6.4,64.8,12.4,7.3,1.5,1.4,6.8,0.7,0.8
Stanford,2024,Difference,,-3.2,+4.8,-5.6,-12.8,-0.9,-1.6,+2.5,-3.1,+0.1,+0.3,+0.4,-1.4,-0.3,+0.6
Stanford,2023,Offense,12,19.4,34.4,54.8,59.1,1.3,5.0,69.8,10.1,6.8,2.7,1.3,6.4,0.4,0.8
Stanford,2023,Defense,12,23.3,35.0,66.2,65.4,2.4,6.6,70.3,13.2,10.5,1.6,0.9,6.9,0.3,0.7
Stanford,2023,Difference,,-3.9,-0.6,-11.4,-6.3,-1.1,-1.6,-0.5,-3.1,-3.7,+1.1,+0.4,-0.5,+0.1,+0.1
Stanford,2022,Offense,12,22.9,31.3,61.4,41.3,1.2,5.3,68.7,12.1,6.5,2.2,1.8,4.6,1.1,0.7
Stanford,2022,Defense,12,16.9,36.9,57.8,60.0,2.1,6.6,66.2,8.9,11.3,1.9,0.9,6.3,0.4,0.5
Stanford,2022,Difference,,+6.0,-5.6,+3.6,-18.7,-0.9,-1.3,+2.5,+3.2,-4.8,+0.3,+0.9,-1.7,+0.7,+0.2
Syracuse,2024,Offense,13,30.2,30.9,65.7,59.2,1.7,6.1,76.9,17.8,6.5,1.8,1.2,7.1,0.2,0.9
Syracuse,2024,Defense,13,20.5,29.9,65.9,46.6,1.5,6.2,61.1,10.3,7.2,2.2,1.2,5.1,0.4,0.8
Syracuse,2024,Difference,,+9.7,+1.0,-0.2,+12.6,+0.2,-0.1,+15.8,+7.5,-0.7,-0.4,0.0,+2.0,-0.2,+0.1
Syracuse,2023,Offense,13,14.8,40.7,60.8,61.6,1.5,5.3,65.0,7.2,8.8,1.8,1.8,7.3,0.7,1.2
Syracuse,2023,Defense,13,20.7,38.5,63.3,53.5,1.2,5.3,71.2,9.7,9.4,2.3,1.7,5.5,1.0,0.7
Syracuse,2023,Difference,,-5.9,+2.2,-2.5,+8.1,+0.3,0.0,-6.2,-2.5,-0.6,-0.5,+0.1,+1.8,-0.3,+0.5
Syracuse,2022,Offense,13,17.5,34.2,61.6,63.0,1.6,6.0,62.6,10.7,7.8,1.8,1.0,8.5,0.3,0.7
Syracuse,2022,Defense,13,18.9,38.7,66.7,56.0,1.3,4.9,67.1,8.8,9.3,1.2,1.5,6.5,0.7,0.8
Syracuse,2022,Difference,,-1.4,-4.5,-5.1,+7.0,+0.3,+1.1,-4.5,+1.9,-1.5,+0.6,-0.5,+2.0,-0.4,-0.1
Temple,2024,Offense,12,20.2,32.2,58.9,45.1,0.8,4.6,66.4,9.7,4.6,1.3,2.1,5.6,0.9,1.2
Temple,2024,Defense,12,16.3,40.8,58.9,47.1,2.5,6.1,68.6,8.4,10.0,1.6,1.3,5.4,0.5,0.8
Temple,2024,Difference,,+3.9,-8.6,0.0,-2.0,-1.7,-1.5,-2.2,+1.3,-5.4,-0.3,+0.8,+0.2,+0.4,+0.4
Temple,2023,Offense,12,23.6,27.6,55.7,36.7,0.8,5.3,69.9,12.9,5.3,2.4,2.1,4.5,0.8,1.3
Temple,2023,Defense,12,17.6,42.8,64.3,55.8,2.1,6.3,70.1,10.7,10.8,1.6,0.4,5.8,0.2,0.3
Temple,2023,Difference,,+6.0,-15.2,-8.6,-19.1,-1.3,-1.0,-0.2,+2.2,-5.5,+0.8,+1.7,-1.3,+0.6,+1.0
Temple,2022,Offense,12,24.0,26.5,59.5,37.0,0.9,5.2,66.8,12.9,3.9,1.6,1.9,4.6,0.9,1.0
Temple,2022,Defense,12,17.4,42.2,64.1,43.0,1.8,5.6,69.3,9.2,9.2,1.0,1.0,5.4,0.5,0.5
Temple,2022,Difference,,+6.6,-15.7,-4.6,-6.0,-0.9,-0.4,-2.5,+3.7,-5.3,+0.6,+0.9,-0.8,+0.4,+0.5
Tennessee,2024,Offense,13,18.2,44.9,63.1,66.8,2.6,6.1,73.7,10.4,11.6,1.4,1.2,8.1,0.6,0.5
Tennessee,2024,Defense,13,17.2,35.0,58.8,53.2,1.0,4.6,64.3,8.8,6.6,1.9,1.6,6.8,0.7,0.9
Tennessee,2024,Difference,,+1.0,+9.9,+4.3,+13.6,+1.6,+1.5,+9.4,+1.6,+5.0,-0.5,-0.4,+1.3,-0.1,-0.4
Tennessee,2023,Offense,13,20.2,37.6,63.9,67.9,1.8,6.5,69.2,10.3,10.8,0.8,0.9,7.8,0.5,0.4
Tennessee,2023,Defense,13,20.8,35.6,65.2,40.2,1.0,5.0,67.5,9.5,6.7,2.5,1.4,5.5,0.5,0.9
Tennessee,2023,Difference,,-0.6,+2.0,-1.3,+27.7,+0.8,+1.5,+1.7,+0.8,+4.1,-1.7,-0.5,+2.3,0.0,-0.5
Tennessee,2022,Offense,13,22.3,40.2,68.7,69.6,3.1,7.2,72.7,11.9,10.3,3.2,0.8,8.1,0.6,0.2
Tennessee,2022,Defense,13,25.6,35.3,62.6,67.4,1.2,5.3,76.2,13.7,7.4,2.5,1.6,8.5,0.8,0.8
Tennessee,2022,Difference,,-3.3,+4.9,+6.1,+2.2,+1.9,+1.9,-3.5,-1.8,+2.9,+0.7,-0.8,-0.4,-0.2,-0.6
Texas,2024,Offense,16,22.3,36.6,66.0,51.8,1.6,6.2,70.4,11.8,8.6,1.8,1.6,6.4,0.8,0.9
Texas,2024,Defense,16,18.3,33.9,59.7,47.8,0.9,4.4,64.4,8.4,6.5,1.5,1.9,5.6,0.6,1.4
Texas,2024,Difference,,+4.0,+2.7,+6.3,+4.0,+0.7,+1.8,+6.0,+3.4,+2.1,+0.3,-0.3,+0.8,+0.2,-0.5
Texas,2023,Offense,14,22.6,37.6,66.7,52.2,2.1,6.7,71.6,12.9,9.1,1.1,1.3,6.6,0.6,0.6
Texas,2023,Defense,14,21.9,28.4,61.0,34.6,0.6,5.2,64.3,11.1,5.1,1.4,1.7,4.5,0.6,1.1
Texas,2023,Difference,,+0.7,+9.2,+5.7,+17.6,+1.5,+1.5,+7.3,+1.8,+4.0,-0.3,-0.4,+2.1,0.0,-0.5
Texas,2022,Offense,13,19.1,36.2,61.2,47.3,2.2,6.4,67.3,11.3,9.5,2.1,0.9,6.1,0.4,0.5
Texas,2022,Defense,13,24.2,36.1,62.9,44.6,1.1,4.9,74.6,12.2,7.3,1.7,1.1,5.8,0.3,0.8
Texas,2022,Difference,,-5.1,+0.1,-1.7,+2.7,+1.1,+1.5,-7.3,-0.9,+2.2,+0.4,-0.2,+0.3,+0.1,-0.3
Texas A&M,2024,Offense,13,16.6,40.5,59.8,66.3,2.1,5.9,68.2,10.2,9.7,1.6,1.2,7.5,0.3,0.8
Texas A&M,2024,Defense,13,17.5,34.0,53.3,51.8,1.1,5.5,66.9,9.5,7.8,2.3,1.5,6.2,0.3,1.2
Texas A&M,2024,Difference,,-0.9,+6.5,+6.5,+14.5,+1.0,+0.4,+1.3,+0.7,+1.9,-0.7,-0.3,+1.3,0.0,-0.4
Texas A&M,2023,Offense,13,21.1,35.1,64.3,45.5,1.8,6.0,67.8,11.5,8.5,2.2,1.2,5.9,0.4,0.8
Texas A&M,2023,Defense,13,16.7,32.4,59.5,73.6,0.7,5.2,60.5,9.5,5.6,1.4,1.0,8.3,0.3,0.7
Texas A&M,2023,Difference,,+4.4,+2.7,+4.8,-28.1,+1.1,+0.8,+7.3,+2.0,+2.9,+0.8,+0.2,-2.4,+0.1,+0.1
Texas A&M,2022,Offense,12,18.3,30.5,56.3,49.1,1.0,5.7,63.1,9.2,7.8,2.5,1.4,6.3,0.9,0.5
Texas A&M,2022,Defense,12,15.3,43.3,56.3,60.9,1.1,5.2,70.6,7.9,10.8,2.1,1.3,7.0,1.0,0.3
Texas A&M,2022,Difference,,+3.0,-12.8,0.0,-11.8,-0.1,+0.5,-7.5,+1.3,-3.0,+0.4,+0.1,-0.7,-0.1,+0.2
Texas Christian,2024,Offense,13,25.1,30.8,66.8,53.2,2.0,6.2,68.3,13.5,7.7,1.4,1.7,5.6,0.8,0.8
Texas Christian,2024,Defense,13,17.8,38.2,57.6,46.2,1.6,5.0,69.2,8.6,10.1,1.5,1.2,5.3,0.5,0.8
Texas Christian,2024,Difference,,+7.3,-7.4,+9.2,+7.0,+0.4,+1.2,-0.9,+4.9,-2.4,-0.1,+0.5,+0.3,+0.3,0.0
Texas Christian,2023,Offense,12,26.6,33.8,63.4,53.6,1.6,6.2,75.8,15.0,9.0,1.1,1.6,6.2,0.3,1.3
Texas Christian,2023,Defense,12,19.9,38.9,59.8,38.8,1.8,5.7,72.3,10.3,8.5,2.3,1.0,4.9,0.3,0.7
Texas Christian,2023,Difference,,+6.7,-5.1,+3.6,+14.8,-0.2,+0.5,+3.5,+4.7,+0.5,-1.2,+0.6,+1.3,0.0,+0.6
Texas Christian,2022,Offense,15,19.5,37.7,64.3,49.6,2.5,6.7,68.0,10.3,9.4,1.5,1.1,4.8,0.5,0.5
Texas Christian,2022,Defense,15,18.9,37.2,55.3,42.7,1.9,5.7,71.5,10.8,8.8,1.6,1.5,5.2,0.4,1.1
Texas Christian,2022,Difference,,+0.6,+0.5,+9.0,+6.9,+0.6,+1.0,-3.5,-0.5,+0.6,-0.1,-0.4,-0.4,+0.1,-0.6
Texas State,2024,Offense,13,23.0,40.7,69.9,64.2,2.1,6.5,73.6,12.4,12.1,1.6,1.8,6.8,0.7,1.1
Texas State,2024,Defense,13,17.7,36.8,57.4,48.6,1.8,5.3,67.6,9.7,7.8,2.2,1.4,6.3,0.7,0.7
Texas State,2024,Difference,,+5.3,+3.9,+12.5,+15.6,+0.3,+1.2,+6.0,+2.7,+4.3,-0.6,+0.4,+0.5,0.0,+0.4
Texas State,2023,Offense,13,22.1,40.7,66.9,69.2,2.5,6.2,73.7,11.5,10.8,1.7,1.8,7.3,1.1,0.7
